Name,Age,Gender,Country,State,City,Parental_Education_Level,Earning Class,Level,Course Name,Course Level,Material Level,Previous_Scores,Assesment Score,IQ,Attendance,Material Name,recommended_material,Study Time,promoted
Richard Carson,12,Female,Guinea,Connecticut,North Judymouth,Postgraduate,Medium,Middle School,"Introduction to Physics, Chemistry, and Biology, Exploring the World, Fitness and Health",Medium,High,74,70,96.3,91,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.2,Yes
Veronica Haynes,5,Female,Bulgaria,Vermont,West Raymondburgh,High School,Medium,Kindergarten,"Creative Coloring, Play and Learn, My Family and Community",High,Medium,83,72,102.15,90,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.32,Yes
Anthony Turner,17,Female,Mali,Arkansas,Davisview,High School,High,High School,"Business Studies, Programming, Web Development",Medium,Low,69,64,88.65,70,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.84,No
Greg Stevenson,5,Male,Italy,Virginia,Port Allison,Postgraduate,High,Kindergarten,"Exploring the World, Rhythm and Rhyme, Creative Coloring",Medium,Medium,88,71,103.5,89,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.26,Yes
Erica May,12,Female,Seychelles,Ohio,Stevenshire,High School,Low,Middle School,"World History, Exploring the World, Algebra Basics",Low,High,84,67,98.1,90,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.02,No
Brandy West,9,Female,Afghanistan,Alaska,Garciabury,High School,Medium,Elementary,"Fun with Languages, Introduction to Computers, Building Math Foundations",Medium,Medium,83,64,94.95,76,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.84,No
Sara Bernard,6,Female,French Polynesia,Georgia,East Jessica,High School,High,Kindergarten,"Rhythm and Rhyme, Exploring the World, Numbers Around Us",Medium,High,51,64,80.55,68,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.84,No
Carrie Hampton,11,Female,Christmas Island,Rhode Island,Port Tinaview,College,High,Middle School,"Exploring Literature and Writing, Fitness and Health, Instruments and Composition",High,High,93,72,106.65,81,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.32,Yes
Charles Brown,13,Female,Greenland,North Carolina,Alexandriastad,High School,Low,Middle School,"Fitness and Health, Exploring Literature and Writing, Advanced Art Techniques",Medium,Low,69,66,90.45,97,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.96,No
Heather Davis,8,Female,Djibouti,Michigan,Morganborough,College,High,Elementary,"Building Math Foundations, Sports and Games, Reading Adventures",High,Medium,57,68,86.85000000000001,86,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.08,No
Bonnie Serrano,8,Female,Switzerland,Washington,Port Thomasmouth,Postgraduate,Low,Elementary,"Building Math Foundations, Introduction to Computers, Sports and Games",Medium,Medium,88,95,125.1,67,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",5.7,No
Zachary Hernandez,5,Male,Togo,Pennsylvania,Port Bethanyton,College,Medium,Kindergarten,"Fun with Letters, Creative Coloring, Numbers Around Us",High,Low,74,64,90.9,87,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.84,No
Elizabeth Chambers,5,Male,Gambia,Tennessee,Coxmouth,College,Medium,Kindergarten,"Rhythm and Rhyme, Fun with Letters, Creative Coloring",Medium,Medium,52,64,81.0,77,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.84,No
Nathan Hayes,6,Male,Nicaragua,Ohio,South Richardshire,High School,High,Kindergarten,"Exploring the World, My Family and Community, Play and Learn",Medium,High,89,68,101.25,84,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.08,No
Emily Molina,9,Male,United States Virgin Islands,New York,North Richardborough,College,High,Elementary,"Art and Imagination, Stories of the Past, Introduction to Computers",High,Low,72,67,92.7,89,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.02,No
Jesse Murphy,18,Female,Antigua and Barbuda,West Virginia,Debraville,Postgraduate,High,High School,"Biology, Physics, Chemistry",Medium,Medium,88,67,99.9,81,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.02,No
Russell Jackson,7,Female,Kuwait,Ohio,Glennstad,High School,Medium,Elementary,"Art and Imagination, Fun with Languages, Introduction to Computers",High,Medium,88,71,103.5,93,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.26,Yes
Gregory Terry,7,Female,Puerto Rico,Delaware,Port Stephen,High School,Low,Elementary,"Discovering Nature and Science, Art and Imagination, Building Math Foundations",High,Low,55,63,81.45,89,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.78,No
Barbara Garcia,18,Female,Spain,Rhode Island,Joelville,High School,Low,High School,"Geometry, Business Studies, Advanced Literature and Composition",Medium,Medium,81,66,95.85,85,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.96,No
Jeffrey Villa,12,Male,Chile,Idaho,East Alexville,Postgraduate,Low,Middle School,"Introduction to Physics, Chemistry, and Biology, Exploring Literature and Writing, Fitness and Health",Medium,High,68,65,89.10000000000001,66,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.9,No
Samantha Rivera,13,Female,Faroe Islands,Kansas,New Amyside,High School,Low,Middle School,"Coding for Beginners, Fitness and Health, Algebra Basics",Medium,Low,77,68,95.85,93,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.08,No
Dr. James Simpson,5,Male,India,Pennsylvania,West Donnamouth,High School,High,Kindergarten,"Fun with Letters, Play and Learn, Numbers Around Us",Medium,Low,54,68,85.5,97,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.08,No
Kathryn Russell,16,Male,China,Arkansas,Ellisonborough,High School,Medium,High School,"Web Development, Geometry, Algebra II",Medium,High,79,62,91.35,65,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.72,No
Kenneth Cardenas,16,Male,Lesotho,Mississippi,East Tina,Postgraduate,High,High School,"Data Science Basics, Algebra II, Calculus",High,Medium,89,67,100.35,80,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.02,No
Tammy White,8,Female,Mauritius,Iowa,New Bryan,High School,Medium,Elementary,"Discovering Nature and Science, Reading Adventures, Art and Imagination",Medium,High,99,65,103.05,70,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.9,No
Gregory Raymond,5,Female,British Indian Ocean Territory (Chagos Archipelago),Wisconsin,Waltersside,High School,High,Kindergarten,"Numbers Around Us, Fun with Letters, Play and Learn",High,Medium,66,71,93.6,90,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.26,No
Gary Mitchell,9,Female,Bermuda,North Dakota,New Deanhaven,College,High,Elementary,"Art and Imagination, Introduction to Computers, Stories of the Past",High,High,58,71,90.0,89,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.26,No
Phillip Reynolds,7,Male,British Indian Ocean Territory (Chagos Archipelago),Texas,West Chadfort,High School,Medium,Elementary,"Discovering Nature and Science, Reading Adventures, Introduction to Computers",High,Medium,68,61,85.5,66,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.66,No
Brian Harrington,17,Male,Kuwait,Colorado,South Stacy,High School,Low,High School,"Data Science Basics, Advanced Literature and Composition, Economics",Medium,Medium,51,70,85.95,95,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.2,No
Jose Santiago,17,Male,Canada,Tennessee,South Chadland,High School,Low,High School,"Geometry, Biology, Web Development",High,Low,70,60,85.5,67,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.6,No
Vicki Williams,5,Male,Suriname,Arkansas,Rhondashire,Postgraduate,Low,Kindergarten,"Rhythm and Rhyme, Exploring the World, Play and Learn",Medium,Medium,96,70,106.2,92,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.2,Yes
Gabriel Rocha,6,Female,Congo,North Dakota,Lake Jodi,College,Low,Kindergarten,"Play and Learn, Fun with Letters, Numbers Around Us",High,High,60,67,87.3,78,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.02,No
Donald Rush,6,Male,United States Minor Outlying Islands,Oregon,Donaldbury,Postgraduate,Medium,Kindergarten,"Play and Learn, Exploring the World, Numbers Around Us",High,Medium,74,66,92.7,73,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.96,No
Aaron Haley,14,Female,Monaco,Florida,West Whitneyton,High School,Medium,High School,"Modern History and Civics, Biology, Data Science Basics",Medium,Low,79,63,92.25,66,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.78,No
Joseph Ewing,16,Female,Togo,New Hampshire,Lake Wayne,Postgraduate,Low,High School,"Algebra II, Geometry, Career Planning",High,Medium,59,65,85.05,67,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.9,No
Mark Ross,6,Female,Rwanda,Arizona,Hughesfurt,Postgraduate,High,Kindergarten,"Numbers Around Us, Fun with Letters, Play and Learn",High,Medium,67,75,97.65,86,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.5,No
Mr. Scott Moreno,6,Male,Iraq,Nebraska,Kristenside,High School,High,Kindergarten,"Numbers Around Us, My Family and Community, Rhythm and Rhyme",Medium,Medium,96,66,102.6,82,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.96,No
